Nome;Morada;ID;Data;Hora (Lisboa);Temperatura(C);Pressao(bar);Bateria(%)
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:04;8,82;2,98820632;79
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:08;8,82;2,99648008;77
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:14;8,82;2,9923432;77
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:19;8,72;3,13575504;80
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:23;8,72;3,03853836;77
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:29;8,72;2,9923432;79
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:34;8,72;3,16057632;78
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:38;8,62;3,19780824;74
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:44;8,62;3,21435576;77
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:49;8,62;3,01371708;79
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:53;8,52;2,97993256;71
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;00:59;8,52;3,1647132;79
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:04;8,52;3,1233444;80
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:08;8,43;3,14816568;78
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:14;8,43;3,10266;78
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:19;8,43;3,02612772;80
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:23;8,33;3,2440034;75
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:30;8,33;3,2543456;80
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:35;8,33;3,23572964;79
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:39;8,33;3,0302646;77
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:44;8,23;3,1233444;78
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:49;8,23;3,11920752;78
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:53;8,13;3,1233444;70
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;01:59;8,13;3,17712384;80
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:04;8,13;3,00061696;79
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:08;8,04;3,13161816;76
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:14;8,04;3,1853976;79
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:19;8,04;2,97993256;79
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:23;8,04;3,09024936;77
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:29;8,04;3,2543456;77
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:34;7,94;3,19780824;79
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:38;7,94;3,04267524;74
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:44;7,94;3,09852312;77
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:49;7,94;3,18953448;78
Sensor 4;Rua de Mocambique (Bombeiros);00:13:A2:00:41:EF:C6:EB;04/02/2023;02:53;7,94;3,25848248;70
