Nome;Morada;ID;Data;Hora (Lisboa);Temperatura(C);Pressao(bar);Bateria(%)
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:04;8,72;2,40559572;78
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:08;8,72;2,34698992;75
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:14;8,72;2,34698992;77
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:19;8,72;2,54004432;76
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:23;8,62;2,430417;73
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:29;8,62;2,36353744;78
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:34;8,62;2,54831808;75
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:38;8,52;2,55659184;72
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:44;8,52;2,60071856;75
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:49;8,52;2,38008496;78
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:53;8,52;2,35526368;76
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;00:59;8,43;2,55659184;77
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:04;8,43;2,46351204;78
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:08;8,33;2,51522304;75
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:14;8,33;2,4717858;76
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:19;8,33;2,42214324;76
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:23;8,33;2,60899232;72
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:29;8,23;2,61726608;77
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:34;8,23;2,60899232;75
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:38;8,23;2,42214324;73
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:44;8,13;2,49040176;75
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:49;8,13;2,53177056;77
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:53;8,13;2,50694928;70
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;01:59;8,13;2,5648656;76
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:04;8,04;2,44696452;77
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:08;8,04;2,50694928;75
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:14;8,04;2,5648656;75
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:19;8,04;2,36353744;78
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:23;7,94;2,45523828;73
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:29;7,94;2,62553984;77
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:34;7,94;2,5752078;77
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:38;7,94;2,40559572;70
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:44;7,84;2,49040176;75
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:49;7,84;2,53177056;77
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;02:53;7,84;2,62553984;75
Sensor 5;Rua das Galinheiras c/ Travessa da Rua do Pinhal;00:13:A2:00:41:E2:48:A9;04/02/2023;03:00;7,74;2,42214324;76
