Nome;Morada;ID;Data;Hora (Lisboa);Temperatura(C);Pressao(bar);Bateria(%)
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;00:04;14,78;0,06825852;78
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;00:08;14,88;0,06825852;77
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;00:14;14,88;0,06412164;81
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;00:19;14,88;0,06825852;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;00:23;14,88;0,06412164;78
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;00:34;14,88;0,06825852;81
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;00:38;14,88;0,06825852;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;00:49;14,88;0,06412164;81
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;00:53;14,88;0,06412164;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;01:04;14,88;0,06825852;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;01:08;14,88;0,06825852;75
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;01:19;14,88;0,0723954;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;01:23;14,88;0,06412164;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;01:34;14,88;0,05998476;78
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;01:38;14,88;0,06412164;73
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;01:44;14,88;0,06412164;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;01:49;14,88;0,06825852;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;01:53;14,78;0,0723954;74
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;02:04;14,78;0,06825852;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;02:08;14,78;0,0723954;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;02:19;14,78;0,07653228;81
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;02:23;14,78;0,0723954;75
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;02:34;14,78;0,06825852;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;02:38;14,78;0,0723954;75
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;02:44;14,78;0,06412164;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;02:49;14,78;0,0723954;78
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;02:53;14,78;0,06825852;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;02:59;14,78;0,0723954;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:04;14,78;0,06825852;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:08;14,78;0,06825852;74
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:19;14,78;0,06825852;81
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:23;14,68;0,06412164;74
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:29;14,68;0,05998476;78
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:35;14,68;0,06412164;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:39;14,68;0,0723954;74
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:44;14,68;0,06825852;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:49;14,68;0,06825852;81
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:53;14,68;0,06825852;78
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;03:59;14,68;0,07653228;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:04;14,68;0,06825852;81
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:08;14,68;0,0723954;76
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:14;14,68;0,0723954;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:19;14,68;0,06825852;78
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:23;14,68;0,06825852;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:29;14,68;0,06825852;78
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:34;14,68;0,06825852;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:38;14,68;0,06825852;79
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:44;14,58;0,06412164;78
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:49;14,58;0,06825852;80
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:53;14,58;0,06825852;73
Sensor 7;Rua de Angola n28;00:13:A2:00:41:E3:94:09;04/02/2023;04:59;14,58;0,06412164;78
